x,y,p,u,v
12.95,0.95,-550.232,0.0348685,0.200492
13.05,0.95,-541.364,0.0272047,0.167999
13.15,0.95,-534.36,0.0244033,0.133097
13.25,0.95,-529.016,0.0273086,0.0973348
13.35,0.95,-525.085,0.0359458,0.0621987
13.45,0.95,-522.313,0.0498092,0.0290114
13.55,0.95,-520.467,0.0681,-0.00112343
13.65,0.95,-519.298,0.0898664,-0.0273962
13.75,0.95,-518.615,0.114153,-0.049337
13.85,0.95,-518.236,0.140097,-0.0667239
13.95,0.95,-518.012,0.166922,-0.0794838
14.05,0.95,-517.812,0.193902,-0.0876392
14.15,0.95,-517.516,0.220212,-0.091075
14.25,0.95,-517.006,0.24488,-0.0898297
14.35,0.95,-516.193,0.266994,-0.0844776
14.45,0.95,-514.992,0.285849,-0.0759231
14.55,0.95,-513.328,0.300936,-0.0650239
14.65,0.95,-511.14,0.311944,-0.052375
14.75,0.95,-508.379,0.318776,-0.0382876
14.85,0.95,-504.971,0.321525,-0.0228614
14.95,0.95,-500.84,0.320424,-0.00608213
15.05,0.95,-495.89,0.315761,0.0120181
15.15,0.95,-489.994,0.307804,0.0310786
15.25,0.95,-482.967,0.296785,0.0499961
15.35,0.95,-474.537,0.282997,0.0664813
15.45,0.95,-464.404,0.267002,0.0769266
15.55,0.95,-452.302,0.249874,0.0773192
15.65,0.95,-438.03,0.233192,0.0665909
15.75,0.95,-421.634,0.218334,0.0534019
15.85,0.95,-403.219,0.205213,0.057933
15.95,0.95,-451.825,0.19694,0.0325461
0.05,1.05,1534.09,1.00073,0.0012698
0.15,1.05,1534.23,1.00288,0.00231985
0.25,1.05,1527.56,1.00636,0.00290816
0.35,1.05,1524.83,1.01103,0.00284275
0.45,1.05,1521.35,1.01672,0.00198934
0.55,1.05,1515.48,1.02325,0.000270246
0.65,1.05,1508.03,1.03046,-0.00234129
0.75,1.05,1499.88,1.0382,-0.00583294
0.85,1.05,1491.41,1.04636,-0.0101657
0.95,1.05,1482.68,1.05486,-0.0152848
1.05,1.05,1473.61,1.06366,-0.0211291
1.15,1.05,1464.13,1.07274,-0.0276383
1.25,1.05,1454.17,1.0821,-0.0347565
1.35,1.05,1443.68,1.09178,-0.0424345
1.45,1.05,1432.6,1.10182,-0.0506304
1.55,1.05,1420.87,1.11228,-0.0593074
1.65,1.05,1408.38,1.12325,-0.0684327
1.75,1.05,1395.04,1.1348,-0.0779739
1.85,1.05,1380.71,1.14704,-0.0878956
1.95,1.05,1365.25,1.16007,-0.0981557
2.05,1.05,1348.49,1.174,-0.108701
2.15,1.05,1330.27,1.18897,-0.119461
2.25,1.05,1310.41,1.20508,-0.130346
2.35,1.05,1288.72,1.22246,-0.14124
2.45,1.05,1265.02,1.24123,-0.151995
2.55,1.05,1239.13,1.26149,-0.16243
2.65,1.05,1210.93,1.28331,-0.172322
2.75,1.05,1180.3,1.30674,-0.181417
2.85,1.05,1147.21,1.33177,-0.189423
2.95,1.05,1111.68,1.35831,-0.19602
3.05,1.05,1073.86,1.38622,-0.200879
3.15,1.05,1034.03,1.41524,-0.203686
3.25,1.05,992.594,1.44503,-0.204169
3.35,1.05,950.097,1.47518,-0.202128
3.45,1.05,907.143,1.50521,-0.197467
3.55,1.05,864.397,1.53462,-0.190212
3.65,1.05,822.547,1.56293,-0.180512
3.75,1.05,782.263,1.58975,-0.16862
3.85,1.05,744.104,1.61475,-0.154871
3.95,1.05,708.489,1.63771,-0.139637
4.05,1.05,675.697,1.6585,-0.123293
4.15,1.05,645.871,1.67711,-0.106189
4.25,1.05,619.032,1.69357,-0.0886312
4.35,1.05,595.12,1.70797,-0.0708655
4.45,1.05,574.012,1.72044,-0.0530831
4.55,1.05,555.56,1.73112,-0.0354202
4.65,1.05,539.605,1.74013,-0.0179682
4.75,1.05,525.994,1.74761,-0.000780391
4.85,1.05,514.588,1.75366,0.0161177
4.95,1.05,505.266,1.75838,0.0327206
5.05,1.05,497.927,1.76187,0.0490356
5.15,1.05,492.482,1.76417,0.0650767
5.25,1.05,488.853,1.76534,0.0808585
5.35,1.05,486.971,1.76543,0.0963931
5.45,1.05,486.768,1.76446,0.111687
5.55,1.05,488.167,1.76247,0.126737
5.65,1.05,491.078,1.75947,0.141533
5.75,1.05,495.408,1.75551,0.156056
5.85,1.05,501.055,1.7506,0.17028
5.95,1.05,507.911,1.7448,0.184174
6.05,1.05,515.86,1.73814,0.197705
6.15,1.05,524.81,1.73067,0.21084
6.25,1.05,534.627,1.72243,0.223549
6.35,1.05,545.181,1.71349,0.2358
6.45,1.05,556.353,1.7039,0.247566
6.55,1.05,568.034,1.69371,0.258823
6.65,1.05,580.128,1.68296,0.269558
6.75,1.05,592.55,1.67168,0.279763
6.85,1.05,605.234,1.65989,0.289432
6.95,1.05,618.129,1.6476,0.298565
7.05,1.05,631.206,1.63477,0.307162
7.15,1.05,644.457,1.62136,0.315217
7.25,1.05,657.899,1.60728,0.322722
7.35,1.05,671.579,1.59243,0.329655
7.45,1.05,685.576,1.57666,0.335981
7.55,1.05,700.01,1.55979,0.341646
7.65,1.05,715.048,1.54159,0.346572
7.75,1.05,730.921,1.52179,0.350653
7.85,1.05,747.941,1.50003,0.353747
7.95,1.05,766.519,1.47591,0.35567
8.05,1.05,787.207,1.44889,0.356192
8.15,1.05,810.727,1.41832,0.355037
8.25,1.05,838.017,1.38334,0.351885
8.35,1.05,870.258,1.34288,0.346381
8.45,1.05,908.903,1.29551,0.338151
8.55,1.05,955.643,1.23942,0.326847
8.65,1.05,1012.28,1.17226,0.312101
8.75,1.05,1080.47,1.09112,0.293708
8.85,1.05,1161.17,0.992363,0.270977
8.95,1.05,1254.35,0.871394,0.242975
9.05,1.05,1357.48,0.72269,0.207953
9.15,1.05,1465.07,0.541311,0.16211
9.25,1.05,1566.09,0.324929,0.0968631
9.35,1.05,1631.14,0.10395,-0.00842047
9.45,1.05,0,0,0
9.55,1.05,0,0,0
9.65,1.05,0,0,0
9.75,1.05,0,0,0
9.85,1.05,0,0,0
9.95,1.05,0,0,0
10.05,1.05,0,0,0
10.15,1.05,0,0,0
10.25,1.05,0,0,0
10.35,1.05,0,0,0
10.45,1.05,0,0,0
10.55,1.05,-800.369,0,-0.149211
10.65,1.05,-805.245,-0.0421446,-0.19699
10.75,1.05,-812.538,-0.0776669,-0.205466
10.85,1.05,-821.49,-0.109566,-0.197716
10.95,1.05,-830.538,-0.134135,-0.177879
11.05,1.05,-837.521,-0.150195,-0.146621
11.15,1.05,-841.093,-0.157048,-0.104298
11.25,1.05,-840.653,-0.154318,-0.0513593
11.35,1.05,-836.101,-0.142371,0.0103075
11.45,1.05,-827.532,-0.122715,0.077093
11.55,1.05,-815.276,-0.0981224,0.143542
11.65,1.05,-799.856,-0.0723167,0.202889
11.75,1.05,-781.929,-0.0495975,0.247627
11.85,1.05,-762.12,-0.0325203,0.279528
11.95,1.05,-740.961,-0.0215069,0.301277
12.05,1.05,-718.947,-0.0166161,0.315054
12.15,1.05,-696.632,-0.0174521,0.322494
12.25,1.05,-674.473,-0.0231819,0.32471
12.35,1.05,-652.89,-0.0326227,0.322326
12.45,1.05,-632.223,-0.044352,0.315522
12.55,1.05,-612.833,-0.0568338,0.304115
12.65,1.05,-595.056,-0.0685337,0.287692
12.75,1.05,-579.153,-0.0779527,0.265749
12.85,1.05,-565.272,-0.0834979,0.237775
12.95,1.05,-553.429,-0.083452,0.203742
13.05,1.05,-543.629,-0.076534,0.165504
13.15,1.05,-535.784,-0.0625873,0.124457
13.25,1.05,-529.71,-0.0424075,0.0829004
13.35,1.05,-525.188,-0.0172372,0.0428361
13.45,1.05,-521.988,0.0115469,0.00573713
13.55,1.05,-519.876,0.0426146,-0.027197
13.65,1.05,-518.621,0.0747252,-0.0551891
13.75,1.05,-517.987,0.106907,-0.078002
13.85,1.05,-517.779,0.138508,-0.0955933
13.95,1.05,-517.808,0.169104,-0.108025
14.05,1.05,-517.911,0.198294,-0.115258
14.15,1.05,-517.946,0.225583,-0.117046
14.25,1.05,-517.77,0.250652,-0.113587
14.35,1.05,-517.262,0.273388,-0.105561
14.45,1.05,-516.332,0.293526,-0.0938253
14.55,1.05,-514.904,0.310582,-0.0792576
14.65,1.05,-512.923,0.324016,-0.062576
14.75,1.05,-510.358,0.333397,-0.0442916
14.85,1.05,-507.131,0.338516,-0.0247179
14.95,1.05,-503.107,0.339397,-0.00399851
15.05,1.05,-498.132,0.336231,0.017771
15.15,1.05,-491.996,0.32928,0.0402413
15.25,1.05,-484.403,0.318833,0.0623073
15.35,1.05,-475.04,0.305257,0.0815414
15.45,1.05,-463.578,0.289188,0.0939383
15.55,1.05,-449.711,0.271792,0.0948405
15.65,1.05,-433.305,0.254799,0.082752
15.75,1.05,-414.438,0.239582,0.0673252
15.85,1.05,-393.361,0.225722,0.0709979
15.95,1.05,-451.217,0.21694,0.0365381
0.05,1.15,1533.57,1.00061,-7.19842e-05
0.15,1.15,1533.94,1.00243,-0.000311011
0.25,1.15,1527.69,1.0054,-0.000908018
0.35,1.15,1525.56,1.0094,-0.00201987
0.45,1.15,1522.78,1.01433,-0.00376492
0.55,1.15,1517.7,1.02004,-0.00622201
0.65,1.15,1511.08,1.02642,-0.00943277
0.75,1.15,1503.75,1.03334,-0.0134083
0.85,1.15,1496.09,1.04073,-0.0181373
0.95,1.15,1488.13,1.0485,-0.0235945
1.05,1.15,1479.78,1.05663,-0.0297465
1.15,1.15,1470.97,1.06509,-0.0365584
1.25,1.15,1461.65,1.07388,-0.0439965
1.35,1.15,1451.75,1.08304,-0.0520314
1.45,1.15,1441.23,1.0926,-0.0606378
1.55,1.15,1430.02,1.10263,-0.069794
1.65,1.15,1418.02,1.1132,-0.0794805
1.75,1.15,1405.13,1.1244,-0.0896773
1.85,1.15,1391.2,1.13633,-0.100361
1.95,1.15,1376.08,1.1491,-0.111499
2.05,1.15,1359.59,1.16286,-0.123048
2.15,1.15,1341.53,1.17773,-0.134947
2.25,1.15,1321.7,1.19386,-0.147108
2.35,1.15,1299.85,1.21142,-0.159416
2.45,1.15,1275.77,1.23054,-0.171716
2.55,1.15,1249.24,1.25138,-0.183809
2.65,1.15,1220.03,1.27406,-0.195449
2.75,1.15,1187.94,1.29867,-0.20633
2.85,1.15,1152.87,1.32523,-0.216092
2.95,1.15,1114.89,1.35367,-0.224338
3.05,1.15,1074.14,1.38384,-0.23064
3.15,1.15,1030.94,1.41546,-0.234566
3.25,1.15,985.774,1.44812,-0.235742
3.35,1.15,939.286,1.4813,-0.233882
3.45,1.15,892.28,1.51439,-0.228834
3.55,1.15,845.639,1.54675,-0.220618
3.65,1.15,800.235,1.57777,-0.209442
3.75,1.15,756.801,1.60692,-0.195659
3.85,1.15,715.938,1.63381,-0.179726
3.95,1.15,678.213,1.65821,-0.162141
4.05,1.15,643.93,1.68002,-0.143394
4.15,1.15,613.181,1.69926,-0.123929
4.25,1.15,585.903,1.71603,-0.104117
4.35,1.15,561.929,1.73049,-0.0842444
4.45,1.15,541.037,1.74283,-0.0645178
4.55,1.15,522.985,1.75324,-0.0450746
4.65,1.15,507.54,1.76191,-0.0259957
4.75,1.15,494.494,1.769,-0.00731782
4.85,1.15,483.669,1.77465,0.0109537
4.95,1.15,474.924,1.77897,0.0288344
5.05,1.15,468.147,1.78206,0.046351
5.15,1.15,463.251,1.78398,0.0635351
5.25,1.15,460.161,1.78479,0.080416
5.35,1.15,458.819,1.78452,0.0970173
5.45,1.15,459.167,1.7832,0.113352
5.55,1.15,461.135,1.78084,0.129421
5.65,1.15,464.638,1.77747,0.145213
5.75,1.15,469.585,1.77311,0.160703
5.85,1.15,475.872,1.76779,0.175859
5.95,1.15,483.383,1.76154,0.190643
6.05,1.15,492.004,1.75442,0.205015
6.15,1.15,501.621,1.74648,0.21894
6.25,1.15,512.084,1.73779,0.232375
6.35,1.15,523.258,1.72842,0.245286
6.45,1.15,535.018,1.71845,0.257644
6.55,1.15,547.247,1.70795,0.269433
6.65,1.15,559.842,1.697,0.280646
6.75,1.15,572.718,1.68567,0.291287
6.85,1.15,585.806,1.67399,0.301369
6.95,1.15,599.059,1.662,0.310913
7.05,1.15,612.451,1.6497,0.319943
7.15,1.15,625.983,1.63707,0.328483
7.25,1.15,639.682,1.62404,0.336555
7.35,1.15,653.606,1.61054,0.344175
7.45,1.15,667.848,1.59642,0.351347
7.55,1.15,682.543,1.58151,0.358061
7.65,1.15,697.875,1.56557,0.364291
7.75,1.15,714.092,1.54832,0.369991
7.85,1.15,731.516,1.52939,0.375095
7.95,1.15,750.568,1.50832,0.379515
8.05,1.15,771.794,1.48454,0.383143
8.15,1.15,795.893,1.45733,0.385866
8.25,1.15,823.743,1.42579,0.387573
8.35,1.15,856.432,1.38876,0.388185
8.45,1.15,895.261,1.34479,0.387685
8.55,1.15,941.723,1.29203,0.386163
8.65,1.15,997.411,1.22813,0.38384
8.75,1.15,1063.85,1.15015,0.381092
8.85,1.15,1142.19,1.05432,0.378182
8.95,1.15,1232.88,0.935839,0.375217
9.05,1.15,1334.69,0.78893,0.371322
9.15,1.15,1443.34,0.606901,0.362149
9.25,1.15,1549.15,0.38316,0.336947
9.35,1.15,1624.15,0.130053,0.225582
9.45,1.15,0,0,0
9.55,1.15,0,0,0
9.65,1.15,0,0,0
9.75,1.15,0,0,0
9.85,1.15,0,0,0
9.95,1.15,0,0,0
10.05,1.15,0,0,0
10.15,1.15,0,0,0
10.25,1.15,0,0,0
10.35,1.15,0,0,0
10.45,1.15,0,0,0
10.55,1.15,-796.398,0,-0.118267
10.65,1.15,-801.286,-0.0630132,-0.153705
10.75,1.15,-808.635,-0.112789,-0.163445
10.85,1.15,-817.764,-0.158094,-0.162524
10.95,1.15,-827.372,-0.196184,-0.150402
11.05,1.15,-835.455,-0.226369,-0.127845
11.15,1.15,-840.746,-0.247626,-0.0949568
11.25,1.15,-842.469,-0.259325,-0.0517239
11.35,1.15,-840.326,-0.261303,0.000711463
11.45,1.15,-834.281,-0.254058,0.0597946
11.55,1.15,-824.373,-0.239113,0.121311
11.65,1.15,-810.9,-0.219391,0.1796
11.75,1.15,-794.325,-0.199894,0.228707
11.85,1.15,-775.335,-0.184669,0.266153
11.95,1.15,-754.518,-0.174731,0.293707
12.05,1.15,-732.503,-0.169953,0.312962
12.15,1.15,-709.835,-0.169591,0.325067
12.25,1.15,-687.089,-0.172476,0.330759
12.35,1.15,-664.732,-0.177155,0.330404
12.45,1.15,-643.12,-0.182026,0.324052
12.55,1.15,-622.677,-0.185466,0.311515
12.65,1.15,-603.728,-0.185919,0.292453
12.75,1.15,-586.576,-0.181918,0.266416
12.85,1.15,-571.415,-0.171715,0.23246
12.95,1.15,-558.355,-0.15318,0.190487
13.05,1.15,-547.402,-0.125882,0.144555
13.15,1.15,-538.477,-0.0914716,0.0970589
13.25,1.15,-531.431,-0.0520475,0.0507045
13.35,1.15,-526.091,-0.00990779,0.0077322
13.45,1.15,-522.213,0.0329364,-0.0307769
13.55,1.15,-519.589,0.0748976,-0.0637016
13.65,1.15,-517.995,0.114604,-0.0904908
13.75,1.15,-517.183,0.151247,-0.111515
13.85,1.15,-516.928,0.184406,-0.126832
13.95,1.15,-517.037,0.213647,-0.136612
14.05,1.15,-517.335,0.238953,-0.141158
14.15,1.15,-517.646,0.261075,-0.140548
14.25,1.15,-517.808,0.281001,-0.135072
14.35,1.15,-517.696,0.299332,-0.125135
14.45,1.15,-517.201,0.316167,-0.111217
14.55,1.15,-516.232,0.331185,-0.093933
14.65,1.15,-514.712,0.34379,-0.0739316
14.75,1.15,-512.562,0.353311,-0.0518316
14.85,1.15,-509.683,0.35919,-0.0281682
14.95,1.15,-505.925,0.361096,-0.00332878
15.05,1.15,-501.109,0.358948,0.0224215
15.15,1.15,-494.933,0.352835,0.0486608
15.25,1.15,-487.043,0.342949,0.074229
15.35,1.15,-477.086,0.329601,0.0965501
15.45,1.15,-464.705,0.313371,0.111236
15.55,1.15,-449.582,0.295421,0.112897
15.65,1.15,-431.619,0.277622,0.0994958
15.75,1.15,-410.975,0.261366,0.0820623
15.85,1.15,-387.988,0.246095,0.0853975
15.95,1.15,-454.262,0.236551,0.0404662
0.05,1.25,1534.27,1.00053,-0.00121314
0.15,1.25,1534.81,1.00209,-0.00255647
0.25,1.25,1528.9,1.00465,-0.00418422
0.35,1.25,1527.24,1.00812,-0.00622699
0.45,1.25,1525.04,1.01243,-0.00878942
0.55,1.25,1520.61,1.01746,-0.011948
0.65,1.25,1514.68,1.02313,-0.0157523
0.75,1.25,1508.07,1.02935,-0.0202292
0.85,1.25,1501.13,1.03603,-0.0253875
0.95,1.25,1493.87,1.04313,-0.0312237
1.05,1.25,1486.21,1.05062,-0.037727
1.15,1.25,1478.07,1.05846,-0.0448841
1.25,1.25,1469.39,1.06667,-0.0526818
1.35,1.25,1460.11,1.07528,-0.0611092
1.45,1.25,1450.2,1.08431,-0.0701586
1.55,1.25,1439.57,1.09383,-0.079825
1.65,1.25,1428.14,1.10392,-0.0901041
1.75,1.25,1415.79,1.11466,-0.100992
1.85,1.25,1402.37,1.12616,-0.11248
1.95,1.25,1387.71,1.13856,-0.124552
2.05,1.25,1371.61,1.15199,-0.13718
2.15,1.25,1353.85,1.16661,-0.150314
2.25,1.25,1334.17,1.18261,-0.163879
2.35,1.25,1312.3,1.20018,-0.177767
2.45,1.25,1287.95,1.21952,-0.191827
2.55,1.25,1260.77,1.24082,-0.205848
2.65,1.25,1230.44,1.26428,-0.219553
2.75,1.25,1196.78,1.29004,-0.232588
2.85,1.25,1159.63,1.31816,-0.244517
2.95,1.25,1118.95,1.34864,-0.254842
3.05,1.25,1074.85,1.38134,-0.263004
3.15,1.25,1027.67,1.41594,-0.268427
3.25,1.25,977.983,1.45198,-0.270578
3.35,1.25,926.606,1.48879,-0.269035
3.45,1.25,874.578,1.52558,-0.263562
3.55,1.25,823.061,1.56149,-0.25417
3.65,1.25,773.216,1.59573,-0.241139
3.75,1.25,726.07,1.62759,-0.224977
3.85,1.25,682.408,1.65661,-0.206321
3.95,1.25,642.572,1.68252,-0.18586
4.05,1.25,606.87,1.70528,-0.16424
4.15,1.25,575.403,1.72498,-0.142021
4.25,1.25,547.988,1.74183,-0.119648
4.35,1.25,524.304,1.7561,-0.0974434
4.45,1.25,503.987,1.76806,-0.0756211
4.55,1.25,486.675,1.77798,-0.054306
4.65,1.25,472.044,1.7861,-0.0335546
4.75,1.25,459.82,1.79263,-0.0133744
4.85,1.25,449.788,1.79773,0.00626013
4.95,1.25,441.79,1.80154,0.0253947
5.05,1.25,435.71,1.80416,0.044084
5.15,1.25,431.473,1.80565,0.0623831
5.25,1.25,429.02,1.80607,0.0803416
5.35,1.25,428.309,1.80543,0.0979977
5.45,1.25,429.302,1.80375,0.115374
5.55,1.25,431.94,1.80103,0.132474
5.65,1.25,436.15,1.79728,0.149284
5.75,1.25,441.842,1.7925,0.165773
5.85,1.25,448.903,1.78671,0.181895
5.95,1.25,457.207,1.77997,0.197602
6.05,1.25,466.654,1.7723,0.212847
6.15,1.25,477.08,1.76376,0.227579
6.25,1.25,488.33,1.75445,0.241744
6.35,1.25,500.259,1.74443,0.255299
6.45,1.25,512.729,1.73383,0.268211
6.55,1.25,525.613,1.72272,0.280465
6.65,1.25,538.8,1.71122,0.292061
6.75,1.25,552.197,1.69942,0.303014
6.85,1.25,565.731,1.68738,0.313356
6.95,1.25,579.355,1.67517,0.323128
7.05,1.25,593.045,1.66281,0.332383
7.15,1.25,606.805,1.65031,0.341176
7.25,1.25,620.667,1.63763,0.349563
7.35,1.25,634.697,1.6247,0.357598
7.45,1.25,648.991,1.61142,0.36533
7.55,1.25,663.69,1.59761,0.372799
7.65,1.25,678.98,1.58306,0.380037
7.75,1.25,695.101,1.56749,0.387064
7.85,1.25,712.361,1.55055,0.393896
7.95,1.25,731.152,1.53179,0.400545
8.05,1.25,751.966,1.51065,0.407033
8.15,1.25,775.413,1.48643,0.413404
8.25,1.25,802.239,1.45825,0.419753
8.35,1.25,833.333,1.42502,0.426261
8.45,1.25,869.728,1.38536,0.43324
8.55,1.25,912.568,1.33753,0.441202
8.65,1.25,963.043,1.27931,0.450916
8.75,1.25,1022.28,1.20785,0.463462
8.85,1.25,1091.22,1.11931,0.480188
8.95,1.25,1170.42,1.00839,0.502608
9.05,1.25,1259.83,0.867534,0.531695
9.15,1.25,1358.24,0.685712,0.565628
9.25,1.25,1461.88,0.448008,0.594912
9.35,1.25,1552.36,0.156549,0.512184
9.45,1.25,0,0,0
9.55,1.25,0,0,0
9.65,1.25,0,0,0
9.75,1.25,0,0,0
9.85,1.25,0,0,0
9.95,1.25,0,0,0
10.05,1.25,0,0,0
10.15,1.25,0,0,0
10.25,1.25,0,0,0
10.35,1.25,0,0,0
10.45,1.25,0,0,0
10.55,1.25,-796.541,0,-0.075631
10.65,1.25,-801.28,-0.0772911,-0.0986582
10.75,1.25,-808.284,-0.134683,-0.111317
10.85,1.25,-816.917,-0.186233,-0.117789
10.95,1.25,-826.133,-0.22982,-0.113453
11.05,1.25,-834.274,-0.265637,-0.098786
11.15,1.25,-840.164,-0.294142,-0.0742477
11.25,1.25,-843.042,-0.315121,-0.0397486
11.35,1.25,-842.434,-0.328235,0.00383447
11.45,1.25,-838.117,-0.333356,0.054554
11.55,1.25,-830.076,-0.330999,0.109256
11.65,1.25,-818.382,-0.322755,0.163696
11.75,1.25,-803.379,-0.311407,0.213773
11.85,1.25,-785.619,-0.300239,0.254699
11.95,1.25,-765.659,-0.291273,0.286262
12.05,1.25,-744.187,-0.284845,0.309207
12.15,1.25,-721.779,-0.280487,0.324109
12.25,1.25,-698.968,-0.277201,0.331323
12.35,1.25,-676.246,-0.273676,0.331001
12.45,1.25,-654.032,-0.26844,0.323097
12.55,1.25,-632.712,-0.259903,0.30738
12.65,1.25,-612.678,-0.246276,0.283421
12.75,1.25,-594.301,-0.225518,0.250698
12.85,1.25,-577.839,-0.194349,0.206815
12.95,1.25,-563.482,-0.152287,0.155544
13.05,1.25,-551.299,-0.102548,0.102471
13.15,1.25,-541.234,-0.0478213,0.050015
13.25,1.25,-533.175,0.00924852,0.00126437
13.35,1.25,-526.979,0.0655445,-0.0412535
13.45,1.25,-522.423,0.118606,-0.0776874
13.55,1.25,-519.285,0.166803,-0.106939
13.65,1.25,-517.326,0.208552,-0.1287
13.75,1.25,-516.298,0.24304,-0.144428
13.85,1.25,-515.96,0.270695,-0.154725
13.95,1.25,-516.117,0.292757,-0.160015
14.05,1.25,-516.565,0.310573,-0.160871
14.15,1.25,-517.118,0.325256,-0.157632
14.25,1.25,-517.62,0.337751,-0.150402
14.35,1.25,-517.927,0.348826,-0.139205
14.45,1.25,-517.913,0.35897,-0.124119
14.55,1.25,-517.475,0.368292,-0.105365
14.65,1.25,-516.516,0.376517,-0.0833227
14.75,1.25,-514.946,0.383074,-0.0585127
14.85,1.25,-512.658,0.387263,-0.0315486
14.95,1.25,-509.488,0.388446,-0.00303092
15.05,1.25,-505.19,0.38619,0.0265337
15.15,1.25,-499.37,0.3803,0.0565573
15.25,1.25,-491.67,0.370737,0.0857875
15.35,1.25,-481.722,0.35758,0.111503
15.45,1.25,-469.134,0.341097,0.129002
15.55,1.25,-453.598,0.322154,0.132031
15.65,1.25,-435.013,0.302649,0.117674
15.75,1.25,-413.629,0.28406,0.0987368
15.85,1.25,-390.064,0.266162,0.101897
15.95,1.25,-456.336,0.255412,0.0442625
0.05,1.35,1536.02,1.00046,-0.00219722
0.15,1.35,1536.7,1.00182,-0.0044978
0.25,1.35,1531.06,1.00404,-0.0070295
0.35,1.35,1529.77,1.00709,-0.00990296
0.45,1.35,1528.05,1.01088,-0.0132109
0.55,1.35,1524.17,1.01534,-0.0170267
0.65,1.35,1518.84,1.0204,-0.0214038
0.75,1.35,1512.86,1.02599,-0.0263795
0.85,1.35,1506.57,1.03204,-0.0319771
0.95,1.35,1499.96,1.03851,-0.0382099
1.05,1.35,1492.96,1.04537,-0.0450858
1.15,1.35,1485.47,1.05261,-0.0526092
1.25,1.35,1477.44,1.06022,-0.060786
1.35,1.35,1468.81,1.06824,-0.0696229
1.45,1.35,1459.55,1.07669,-0.0791299
1.55,1.35,1449.57,1.08563,-0.0893198
1.65,1.35,1438.78,1.09514,-0.100206
1.75,1.35,1427.07,1.10531,-0.111803
1.85,1.35,1414.27,1.11626,-0.124123
1.95,1.35,1400.21,1.12812,-0.137168
2.05,1.35,1384.65,1.14106,-0.150932
2.15,1.35,1367.34,1.15526,-0.165387
2.25,1.35,1347.98,1.17093,-0.180479
2.35,1.35,1326.25,1.18832,-0.19612
2.45,1.35,1301.68,1.20767,-0.212166
2.55,1.35,1273.92,1.22926,-0.228405
2.65,1.35,1242.61,1.25334,-0.244536
2.75,1.35,1207.41,1.28014,-0.260159
2.85,1.35,1168.01,1.30983,-0.274765
2.95,1.35,1124.28,1.34248,-0.287729
3.05,1.35,1076.26,1.378,-0.298327
3.15,1.35,1024.3,1.41607,-0.305779
3.25,1.35,969.068,1.45613,-0.309323
3.35,1.35,911.619,1.49735,-0.308325
3.45,1.35,853.324,1.53868,-0.302393
3.55,1.35,795.764,1.57894,-0.291512
3.65,1.35,740.518,1.617,-0.276085
3.75,1.35,688.931,1.65195,-0.256853
3.85,1.35,641.963,1.68323,-0.234739
3.95,1.35,600.135,1.71057,-0.2107
4.05,1.35,563.405,1.73402,-0.185606
4.15,1.35,531.653,1.75382,-0.160158
4.25,1.35,504.607,1.77034,-0.134883
4.35,1.35,481.746,1.78398,-0.110122
4.45,1.35,462.514,1.79515,-0.0860732
4.55,1.35,446.399,1.8042,-0.0628293
4.65,1.35,432.967,1.81146,-0.0404032
4.75,1.35,421.877,1.81716,-0.0187553
4.85,1.35,412.878,1.82151,0.00218547
4.95,1.35,405.804,1.82466,0.0225064
5.05,1.35,400.554,1.82672,0.0422988
5.15,1.35,397.076,1.82774,0.06165
5.25,1.35,395.341,1.82776,0.0806353
5.35,1.35,395.339,1.82679,0.0993124
5.45,1.35,397.059,1.82481,0.117716
5.55,1.35,400.466,1.82181,0.135856
5.65,1.35,405.495,1.81775,0.153712
5.75,1.35,412.059,1.81263,0.171241
5.85,1.35,420.04,1.80646,0.188381
5.95,1.35,429.319,1.79926,0.205068
6.05,1.35,439.747,1.79106,0.221246
6.15,1.35,451.144,1.78193,0.236838
6.25,1.35,463.342,1.77196,0.251773
6.35,1.35,476.179,1.76125,0.265993
6.45,1.35,489.502,1.74992,0.279458
6.55,1.35,503.167,1.73809,0.292151
6.65,1.35,517.051,1.72589,0.304075
6.75,1.35,531.051,1.71343,0.31526
6.85,1.35,545.087,1.70082,0.325753
6.95,1.35,559.108,1.68815,0.33562
7.05,1.35,573.089,1.67545,0.344942
7.15,1.35,587.034,1.66277,0.353805
7.25,1.35,600.977,1.65007,0.362303
7.35,1.35,614.984,1.63732,0.370531
7.45,1.35,629.152,1.62442,0.378582
7.55,1.35,643.615,1.61124,0.386545
7.65,1.35,658.545,1.59756,0.39451
7.75,1.35,674.16,1.58316,0.402563
7.85,1.35,690.73,1.5677,0.410799
7.95,1.35,708.585,1.55077,0.419325
8.05,1.35,728.121,1.53189,0.428277
8.15,1.35,749.81,1.51043,0.437846
8.25,1.35,774.197,1.48561,0.448304
8.35,1.35,801.893,1.45649,0.460056
8.45,1.35,833.545,1.4219,0.473699
8.55,1.35,869.786,1.38036,0.490111
8.65,1.35,911.144,1.33002,0.51056
8.75,1.35,957.913,1.26845,0.536857
8.85,1.35,1010,1.19224,0.571537
8.95,1.35,1066.78,1.09631,0.618107
9.05,1.35,1127.17,0.972186,0.681179
9.15,1.35,1190.46,0.804337,0.765815
9.25,1.35,1258.88,0.563372,0.873393
9.35,1.35,1344.15,0.209901,0.878634
9.45,1.35,0,0,0
